# Endlink Bedrock block joining faces. Generated: do not edit by hand.
#
# One line per Bedrock block state that a fence, glass pane, iron or copper bar or wall reaches out
# to, and nothing for the ones none of them touch. The id is the hashed block network id a 1.26.40 to
# 1.26.45 backend sends; the word is sixteen bits, one per side and joining kind, laid out exactly as
# Java's own rule answers it: bit (side * 4 + kind) is set when a joining block of that kind standing
# on that side of this block reaches it. Sides are north, south, west, east in that order, and the
# kinds are 0 wooden fence, 1 glass pane and bar, 2 wall, 3 nether brick fence.
#
# Provenance. The facts are Java's, because 1.26.50's minecraft:connection_* states exist for parity
# with Java, and they were extracted by running the official Java server's own connectsTo and
# attachsTo against its own registry for every block state on every side - not by restating the rule.
# That extraction, and the Bedrock-to-Java block-state mapping used to key it by Bedrock id, are both
# Apache-2.0 generated artifacts of the viaendlink-next project:
#
#   viaendlink-next  java-protocol-latest/.../java-776-connections.txt   (tools/GenerateJava776Connections.java)
#   viaendlink-next  endlink-plugin/.../bedrock-2168-blocks.txt          (tools/GenerateBedrockBlockMapping.java)
#
# whose own inputs are Mojang's official Java server and block report, CloudburstMC/Data's Bedrock
# 2168 block palette (Apache-2.0) and GeyserMC/mappings (MIT). No GPL-licensed work is involved at
# any step, which the licence separation in WORKSPACE.md requires.
#
# Checked on generation against blocks whose answer is known from Java's source: stone, dirt and
# glass are reached on all four sides by every kind; barrier is reached by none, because Java's
# isExceptionForConnection excludes it; an oak fence is reached by fences and by nothing else; and a
# glass pane is reached by panes and walls but never by a fence.
bedrock 2169
kinds 4
faces 8593
face 13006226 000f
face 13040977 6666
face 15183479 ffff
face 15494809 6666
face 16042046 ffff
face 16275272 ffff
face 16603170 ffff
face 16668405 6666
face 16963668 ffff
face 17395263 6666
face 18170592 6666
face 18336511 6666
face 18460623 00f0
face 19123039 ffff
face 19608195 6666
face 20278138 ffff
face 21546565 6666
face 22059299 6666
face 22139901 6666
face 22173412 6666
face 22249510 ffff
face 22337049 0f00
face 23049711 6666
face 23082953 000f
face 23157124 6666
face 23613345 f000
face 24020331 6666
face 24277920 6666
face 24639155 6666
face 25003819 6666
face 25132681 6666
face 25421135 ffff
face 26154139 00f0
face 26477142 6666
face 26826051 6666
face 27029366 000f
face 27309264 6666
face 28562080 000f
face 28906778 6666
face 29125709 0f00
face 29337834 00f0
face 29765641 6666
face 29959857 6666
face 31675757 ffff
face 31757468 000f
face 31970859 6666
face 32474475 6666
face 32498672 f000
face 33367779 f000
face 33942204 6666
face 34049193 6666
face 34334851 6666
face 34400158 6666
face 35199432 6666
face 36007700 00f0
face 36290879 ffff
face 36323483 000f
face 36621646 6666
face 36844083 0f00
face 38009512 6666
face 38591611 6666
face 38854526 6666
face 39493854 6666
face 40669280 6666
face 40859174 ffff
face 41084191 6666
face 41573594 ffff
face 41759224 6666
face 41910468 6666
face 42144652 ffff
face 42459369 6666
face 42493084 000f
face 42911278 6666
face 42912969 6666
face 43988248 ffff
face 44023735 6666
face 44162176 6666
face 44351966 f000
face 44558571 ffff
face 44611247 6666
face 45689255 6666
face 46044311 6666
face 46072341 ffff
face 46432752 1111
face 46817254 ffff
face 47065674 6666
face 47274086 6666
face 47941879 6666
face 48996441 6666
face 49125935 6666
face 49256339 6666
face 49624827 ffff
face 50043291 6666
face 50098331 ffff
face 50783057 f000
face 51030389 6666
face 52104242 6666
face 52142335 0f00
face 52426314 00f0
face 52677132 6666
face 52898713 6666
face 53091412 ffff
face 54140187 ffff
face 54173553 6666
face 55226783 0f00
face 55661233 6666
face 55684777 6666
face 56499681 ffff
face 57017265 6666
face 57490701 ffff
face 57846909 ffff
face 58878847 6666
face 59073043 6666
face 59454998 ffff
face 59627083 ffff
face 60561314 6666
face 60668747 1111
face 60699149 f000
face 61210723 000f
face 61604997 ffff
face 61713091 6666
face 61811242 6666
face 62179886 ffff
face 62678273 ffff
face 63243653 6666
face 63737754 6666
face 64051600 dd00
face 64081087 000f
face 65366572 6666
face 66872090 000f
face 67492385 6666
face 67533629 6666
face 68489738 000f
face 68646848 ffff
face 69024718 ffff
face 69762363 ffff
face 70018043 6666
face 70412795 6666
face 71035066 6666
face 71143921 ffff
face 72375678 0f00
face 72417302 6666
face 72582734 6666
face 72653360 6666
face 74387233 ffff
face 74481049 000f
face 74746517 6666
face 76301164 6666
face 77957791 6666
face 78077993 ffff
face 78090456 6666
face 78437978 6666
face 78929077 ffff
face 80280250 6666
face 80378636 00dd
face 80597862 ffff
face 81136586 6666
face 81874829 6666
face 81920703 6666
face 82634330 ffff
face 83292841 6666
face 83480714 000f
face 83704836 00f0
face 83724333 ffff
face 83889379 6666
face 84557776 00f0
face 84624705 6666
face 85088168 0f00
face 85263144 6666
face 85326584 6666
face 85816248 6666
face 85829319 ffff
face 86480954 6666
face 86758381 6666
face 87320501 6666
face 87511135 f000
face 87965454 dd00
face 88503913 ffff
face 89258332 6666
face 89577651 6666
face 89617332 6666
face 90390078 6666
face 90812657 0f00
face 91626784 6666
face 91999434 6666
face 92204334 6666
face 92526561 6666
face 93150580 ffff
face 94391537 6666
face 94517320 6666
face 94842602 0f00
face 95000257 6666
face 95301112 0f00
face 96375020 6666
face 97585636 6666
face 97798306 00f0
face 98127507 0f00
face 98318906 f000
face 99257907 6666
face 99259225 6666
face 100104495 6666
face 100636349 000f
face 101435973 6666
face 102477328 6666
face 103048417 ffff
face 103543638 6666
face 103614724 6666
face 104066193 6666
face 104196303 6666
face 104393987 6666
face 104758929 6666
face 104978022 6666
face 105826789 f000
face 106033394 ffff
face 107547877 ffff
face 107898369 6666
face 107924630 6666
face 108091966 f000
face 109102328 6666
face 109844430 6666
face 111090317 00f0
face 111219747 6666
face 112257880 0f00
face 112321721 6666
face 113187289 0f00
face 113617158 f000
face 114521678 6666
face 114893997 6666
face 115276623 00f0
face 116701606 0f00
face 117186726 0f00
face 117460455 6666
face 117732427 6666
face 117997354 6666
face 118389247 6666
face 118965524 ffff
face 118998978 ffff
face 119250154 dd00
face 119321732 ffff
face 119763327 6666
face 120541983 6666
face 121406134 ffff
face 121769361 6666
face 122173972 f000
face 122458258 6666
face 122685546 000f
face 122989447 6666
face 123079820 ffff
face 123157111 6666
face 124474053 6666
face 124765054 6666
face 125165181 6666
face 125242933 6666
face 125784316 ffff
face 126438506 6666
face 126502305 6666
face 126613919 6666
face 126823191 6666
face 127966512 6666
face 128127353 6666
face 128325399 f000
face 128346913 f000
face 128635972 00f0
face 128832517 6666
face 130499541 ffff
face 131241015 0f00
face 131659105 6666
face 131694022 6666
face 131827291 00f0
face 132622041 0f00
face 134007632 6666
face 134966048 6666
face 135955872 000f
face 137295859 6666
face 138173706 ffff
face 138196776 6666
face 138439774 ffff
face 138587594 f000
face 138639715 ffff
face 138957771 6666
face 139552816 ffff
face 140737712 6666
face 140888518 6666
face 141297055 f000
face 142072685 ffff
face 143188169 6666
face 143267666 6666
face 143623159 0f00
face 143689329 6666
face 144440916 6666
face 144573460 6666
face 144794984 6666
face 145199156 ffff
face 145480375 6666
face 145803282 6666
face 145875208 6666
face 146295974 dd00
face 146514157 6666
face 149023729 6666
face 149364527 00f0
face 150850328 6666
face 151484656 6666
face 152251869 6666
face 152287480 f000
face 152352511 ffff
face 152387190 6666
face 152841238 6666
face 153067646 6666
face 153735559 6666
face 154625403 ffff
face 155416677 ffff
face 155985430 6666
face 156080212 6666
face 156305932 6666
face 156317425 00f0
face 156498060 6666
face 157444043 6666
face 158007160 6666
face 158708922 6666
face 159268954 00dd
face 159273129 0f00
face 159793729 000f
face 159905775 6666
face 160519239 6666
face 160914246 f000
face 161187347 6666
face 162470498 6666
face 162768466 ffff
face 162855297 6666
face 163185366 6666
face 163194584 6666
face 163402697 6666
face 163965601 6666
face 164523240 ffff
face 164542704 6666
face 165342613 ffff
face 165506533 6666
face 166024317 ffff
face 167301612 f000
face 167508217 ffff
face 168092314 ffff
face 168988626 ffff
face 169158500 6666
face 169775932 ffff
face 170391773 6666
face 170572189 ffff
face 170786790 6666
face 172458483 6666
face 172513137 000f
face 172535828 6666
face 172699608 ffff
face 173263259 ffff
face 173620429 6666
face 173794284 ffff
face 174493364 6666
face 174662112 f000
face 174761056 00f0
face 174781430 6666
face 175091981 000f
face 175879371 6666
face 176163979 ffff
face 177038536 6666
face 178176429 0f00
face 178709475 6666
face 178754103 6666
face 180213920 ffff
face 181952696 6666
face 182195410 6666
face 182247794 f000
face 182307290 6666
face 182985120 6666
face 184160369 000f
face 184238531 6666
face 184718330 ffff
face 184984241 6666
face 185052420 ffff
face 185161502 6666
face 185375448 6666
face 187220455 6666
face 187523183 0f00
face 187979813 6666
face 188171646 6666
face 188341703 6666
face 188371328 6666
face 188941724 00dd
face 189800222 0f00
face 189821736 0f00
face 190565867 6666
face 191669188 f000
face 191816428 6666
face 191974364 ffff
face 192471046 6666
face 192715838 0f00
face 193302114 000f
face 193530025 6666
face 194928973 ffff
face 195238613 6666
face 198111737 ffff
face 198944669 6666
face 200169620 ffff
face 200372841 ffff
face 200812725 6666
face 200908303 6666
face 201599397 f000
face 202466701 6666
face 202629566 6666
face 202771878 0f00
face 203547508 ffff
face 205097982 0f00
face 205230093 6666
face 206501971 6666
face 206674336 6666
face 207028759 6666
face 208336825 6666
face 208601708 000f
face 208853142 6666
face 209028583 000f
face 209217367 6666
face 209317485 6666
face 210207014 6666
face 210714624 6666
face 210839350 00f0
face 211415393 0f00
face 211563958 ffff
face 213437143 6666
face 213444007 ffff
face 213782881 6666
face 213827334 ffff
face 215086725 ffff
face 215184054 6666
face 216100226 ffff
face 216139911 00f0
face 216166018 6666
face 216178281 000f
face 216289845 6666
face 216920024 6666
face 217792248 000f
face 218538436 6666
face 220747952 f000
face 221055406 0f00
face 221268552 00f0
face 221530135 6666
face 222798399 6666
face 223266267 f000
face 224998519 6666
face 225998063 ffff
face 226388511 6666
face 227322691 0f00
face 227465277 6666
face 227928282 ffff
face 228983040 ffff
face 229637552 6666
face 229769057 ffff
face 231087749 6666
face 231608898 ffff
face 231697956 6666
face 232568707 6666
face 234418979 0f00
face 234622547 6666
face 234669180 6666
face 235220988 6666
face 236566804 00f0
face 236885399 6666
face 237430456 00f0
face 237638802 ffff
face 238426939 ffff
face 238810689 ffff
face 238821549 6666
face 239021569 ffff
face 239651252 0f00
face 240216761 ffff
face 240284648 6666
face 240488560 6666
face 241445419 6666
face 242912433 6666
face 243794203 6666
face 244490218 ffff
face 244513769 ffff
face 245264707 6666
face 245635192 000f
face 245920467 6666
face 246492892 ffff
face 246504146 00f0
face 246714609 6666
face 246783866 6666
face 247600873 6666
face 247638517 6666
face 247942961 00f0
face 248200725 6666
face 248637584 6666
face 249716655 6666
face 249756722 6666
face 250316532 6666
face 250368534 6666
face 251106725 6666
face 251275045 00f0
face 251779881 ffff
face 251800251 6666
face 252683881 6666
face 253435187 ffff
face 253449187 ffff
face 253917457 00dd
face 254116776 f000
face 254190661 0f00
face 254776937 f000
face 255115930 6666
face 255599191 6666
face 255789648 6666
face 256654430 0f00
face 257434735 ffff
face 257552283 6666
face 257631597 f000
face 258064197 6666
face 258074389 ffff
face 259072491 6666
face 259633839 000f
face 259993239 6666
face 260091296 6666
face 261152728 6666
face 261952266 6666
face 262465359 00f0
face 262571559 6666
face 262630863 00f0
face 262634781 6666
face 263178896 ffff
face 263714645 6666
face 264246701 00f0
face 264477059 000f
face 265022331 ffff
face 265292381 6666
face 266572805 0f00
face 266815443 6666
face 267027879 6666
face 267754639 f000
face 268752747 6666
face 269871302 f000
face 269874666 6666
face 269878477 6666
face 270061182 6666
face 270207352 6666
face 270307761 6666
face 270504418 6666
face 270921536 6666
face 270947464 6666
face 271413511 00f0
face 272314173 00f0
face 273099918 ffff
face 273892598 ffff
face 274128455 6666
face 274932653 ffff
face 275302157 ffff
face 275304941 6666
face 275505242 dd00
face 275725810 6666
face 275884110 6666
face 276013505 6666
face 276796447 6666
face 277575049 ffff
face 277614734 00f0
face 278057298 6666
face 278349281 6666
face 278499913 6666
face 278568156 6666
face 278823385 6666
face 279386582 ffff
face 280202570 6666
face 280926088 6666
face 281187604 6666
face 281215512 6666
face 282111217 6666
face 282305430 ffff
face 282711653 f000
face 283622550 6666
face 284673795 6666
face 284780817 6666
face 285338091 6666
face 285680430 6666
face 285857849 6666
face 286200639 6666
face 286259603 6666
face 286932351 6666
face 287154136 6666
face 287404924 6666
face 287472886 ffff
face 288417155 ffff
face 288797514 f000
face 290129215 6666
face 290923341 6666
face 291814885 6666
face 293643651 6666
face 294754662 6666
face 295291706 ffff
face 295482755 00f0
face 295644310 6666
face 295863025 6666
face 295893802 f000
face 295903114 6666
face 296238227 6666
face 296345285 ffff
face 297338022 ffff
face 297405153 f000
face 297959361 ffff
face 298253312 6666
face 298466521 6666
face 299113625 ffff
face 299238750 ffff
face 299321628 6666
face 299731617 6666
face 299901762 ffff
face 301779595 6666
face 302581987 000f
face 303012265 6666
face 303200072 6666
face 304023147 6666
face 304284546 00dd
face 304355312 6666
face 304589347 f000
face 305307109 6666
face 306770192 6666
face 308118232 6666
face 308374331 6666
face 309190069 6666
face 309906281 f000
face 310576021 ffff
face 310626877 ffff
face 311852671 6666
face 312329076 6666
face 312749868 000f
face 312880066 6666
face 313726677 6666
face 314910010 ffff
face 314924010 ffff
face 315345884 6666
face 315622653 6666
face 315665484 0f00
face 316251760 0f00
face 316271032 6666
face 316452277 6666
face 317163910 6666
face 318463540 6666
face 319253340 00f0
face 319599264 6666
face 319666672 ffff
face 321038644 f000
face 322380604 6666
face 322566880 000f
face 324105686 00f0
face 324873783 6666
face 325142250 6666
face 325721524 000f
face 325851810 6666
face 326497154 ffff
face 326898957 ffff
face 326914676 6666
face 327021863 6666
face 327407312 ffff
face 327865108 6666
face 328047628 0f00
face 328521528 6666
face 329229462 f000
face 329256923 1111
face 329748754 6666
face 329966832 6666
face 330370455 f000
face 330770894 6666
face 330851185 ffff
face 331707469 6666
face 331775436 6666
face 331938264 6666
face 332853297 6666
face 332888334 00f0
face 333773917 f000
face 333788996 00f0
face 334311803 6666
face 335473288 000f
face 335831256 6666
face 336139477 6666
face 336311997 6666
face 336772665 6666
face 336776980 ffff
face 337021492 00dd
face 337091821 6666
face 338313177 6666
face 339049872 ffff
face 339089557 00f0
face 339494639 ffff
face 339896832 6666
face 339948462 6666
face 339990253 6666
face 340337725 6666
face 341053135 000f
face 341121288 6666
face 341256607 6666
face 342969784 6666
face 343583426 6666
face 344131223 6666
face 344254538 6666
face 346358334 6666
face 347136066 6666
face 347583206 6666
face 348947709 ffff
face 349449366 6666
face 350177924 6666
face 350272337 000f
face 350334825 6666
face 350874160 f000
face 351491281 6666
face 352688340 6666
face 352724304 6666
face 353317106 6666
face 353894352 f000
face 354550757 6666
face 354594540 6666
face 355235348 00f0
face 356771942 6666
face 356867030 6666
face 356881846 6666
face 356977987 dd00
face 357368341 6666
face 357368625 000f
face 357519395 6666
face 358624880 6666
face 359295504 00f0
face 359405719 00f0
face 360154239 6666
face 360373223 6666
face 360452980 ffff
face 360588448 ffff
face 360832349 6666
face 360967932 ffff
face 361116485 6666
face 361376585 ffff
face 361791695 6666
face 362013323 000f
face 362415459 6666
face 362510822 f000
face 362932357 6666
face 363053501 6666
face 363728262 6666
face 364301983 6666
face 364561570 6666
face 365952687 ffff
face 366339283 6666
face 368168472 6666
face 368327263 6666
face 368499143 ffff
face 368734180 ffff
face 369366859 f000
face 369910609 6666
face 370470070 6666
face 370625712 6666
face 371306150 6666
face 371657309 6666
face 371675644 6666
face 372143396 ffff
face 372540891 6666
face 372933302 6666
face 373462884 6666
face 374340493 6666
face 374559352 000f
face 375576756 6666
face 375855838 000f
face 376224663 ffff
face 376384833 ffff
face 376988897 6666
face 377165693 f000
face 378380225 6666
face 378471056 6666
face 378953510 6666
face 379907727 ffff
face 380045745 000f
face 380463194 000f
face 382318190 6666
face 382742353 0f00
face 382749001 6666
face 382835253 6666
face 383280439 dd00
face 383663638 ffff
face 383866169 6666
face 384802683 f000
face 385580509 00f0
face 385801552 6666
face 385861263 ffff
face 385907287 6666
face 386143610 6666
face 386370866 6666
face 387363224 6666
face 387394408 6666
face 387971977 ffff
face 388029301 6666
face 388079635 ffff
face 389138326 ffff
face 389384937 6666
face 390699758 6666
face 390704285 f000
face 390759855 6666
face 391845278 0f00
face 392113567 ffff
face 392290330 ffff
face 392830400 6666
face 394363157 00f0
face 395968334 6666
face 396588904 6666
face 396705440 6666
face 396708177 6666
face 397712196 000f
face 397881621 0f00
face 397912096 6666
face 397923915 00f0
face 398404699 6666
face 399210550 6666
face 399437406 6666
face 399905655 6666
face 400564380 00f0
face 401876513 6666
face 402180336 6666
face 403437881 6666
face 403707080 6666
face 404372690 6666
face 405344122 6666
face 406535457 6666
face 406667400 6666
face 406877634 6666
face 406887842 6666
face 407385534 6666
face 408372452 6666
face 408777833 ffff
face 409308723 6666
face 409760431 ffff
face 409818635 6666
face 410422532 ffff
face 410731470 6666
face 410781861 6666
face 411551912 6666
face 411747160 00f0
face 411841556 6666
face 412135721 6666
face 412152934 6666
face 412397730 6666
face 416913788 ffff
face 417068279 6666
face 418670666 f000
face 418843448 00f0
face 419598374 6666
face 420006821 6666
face 420095336 6666
face 421481861 6666
face 421914268 6666
face 421967642 00dd
face 422168693 6666
face 422851408 ffff
face 424906835 6666
face 424916246 6666
face 425194876 1111
face 426350444 6666
face 426355436 ffff
face 426541229 6666
face 427177399 6666
face 427453426 0f00
face 428553865 6666
face 428588418 6666
face 429011097 ffff
face 429973220 6666
face 430765767 6666
face 430841682 0f00
face 430914066 6666
face 430986127 6666
face 431168279 000f
face 432537687 6666
face 433350063 00f0
face 433811594 6666
face 434240492 6666
face 435641133 f000
face 435810519 000f
face 436027195 6666
face 436719290 6666
face 437625455 ffff
face 437699486 ffff
face 437859656 ffff
face 438968066 6666
face 438972736 dd00
face 439161891 00dd
face 439280538 6666
face 439750646 6666
face 439884239 6666
face 440721860 000f
face 441201209 00f0
face 441382550 ffff
face 442807625 6666
face 443175560 6666
face 443815052 6666
face 444017290 6666
face 444273046 6666
face 444779488 6666
face 445271963 6666
face 445316843 ffff
face 445359987 6666
face 445396053 6666
face 445450925 ffff
face 446381240 6666
face 447055332 00f0
face 447135279 6666
face 447503978 6666
face 447688324 ffff
face 449057275 0f00
face 449446800 ffff
face 449796727 ffff
face 450215729 6666
face 450333055 ffff
face 450647137 6666
face 452179108 f000
face 452338256 6666
face 453304006 6666
face 453320101 00f0
face 453588390 ffff
face 453777621 6666
face 454232362 000f
face 454399551 0f00
face 455179048 6666
face 455805904 6666
face 455837980 00f0
face 456082508 ffff
face 456359835 6666
face 457464140 ffff
face 458377540 000f
face 458539045 6666
face 459170249 0f00
face 459529568 ffff
face 460134749 6666
face 461121067 6666
face 461233679 ffff
face 461409771 6666
face 462759429 6666
face 463937711 ffff
face 464754735 6666
face 464807946 6666
face 465722050 6666
face 466047365 6666
face 467507019 6666
face 467777744 6666
face 468236841 6666
face 468614589 6666
face 468651515 6666
face 470109548 000f
face 470327852 6666
face 470992039 6666
face 471488962 6666
face 471727404 0f00
face 471886084 6666
face 471897355 ffff
face 472438133 6666
face 473478423 6666
face 473561880 6666
face 474957409 6666
face 476261024 6666
face 476932010 6666
face 477567405 6666
face 477575515 6666
face 477805661 6666
face 478319448 f000
face 479716175 ffff
face 480019266 6666
face 480159908 ffff
face 480566451 6666
face 480717650 ffff
face 480976347 6666
face 481431203 6666
face 482805442 6666
face 483387151 6666
face 483812631 6666
face 486050106 6666
face 487279286 6666
face 488016496 6666
face 488120188 6666
face 488216084 6666
face 489307609 6666
face 489338240 ffff
face 490019104 6666
face 490087436 6666
face 490314228 6666
face 490359166 6666
face 490498551 ffff
face 490914391 6666
face 491166220 6666
face 492316505 00f0
face 492441758 6666
face 492643102 000f
face 493684220 6666
face 494203661 6666
face 494357910 00f0
face 494432264 6666
face 494504088 6666
face 494521430 ffff
face 494598591 ffff
face 494831491 f000
face 495146727 ffff
face 495353531 000f
face 496091141 6666
face 496846458 6666
face 497631587 6666
face 497711246 6666
face 497884543 6666
face 499174309 ffff
face 500325388 6666
face 500378010 ffff
face 501043176 ffff
face 502095894 6666
face 502117705 6666
face 502802511 ffff
face 502857373 ffff
face 503319956 ffff
face 503346779 ffff
face 503521714 6666
face 503851977 6666
face 505829846 6666
face 506002955 6666
face 506739042 ffff
face 507132900 f000
face 507450469 ffff
face 507566791 6666
face 507920294 6666
face 507936175 6666
face 508263557 6666
face 508997011 ffff
face 509517309 6666
face 509547446 6666
face 509747128 6666
face 510020998 6666
face 510928991 6666
face 511728289 6666
face 511807878 ffff
face 512666773 ffff
face 512802414 f000
face 513477517 dd00
face 513626421 6666
face 514193374 0f00
face 514794924 000f
face 515063213 ffff
face 515862197 00dd
face 515984871 0f00
face 516082556 6666
face 516789807 ffff
face 517167578 6666
face 517487447 6666
face 517670360 6666
face 518574878 ffff
face 518953124 6666
face 519064754 00dd
face 519194833 0f00
face 519234921 6666
face 520762705 6666
face 520923977 6666
face 521338674 6666
face 521540922 6666
face 521669654 6666
face 522147811 6666
face 522784283 6666
face 523214623 6666
face 523610069 6666
face 524951278 6666
face 525412534 ffff
face 525612406 6666
face 526588360 ffff
face 527000933 6666
face 527514192 6666
face 529168314 6666
face 532055777 6666
face 533136484 6666
face 533372178 ffff
face 534064665 0f00
face 534328585 6666
face 534465875 6666
face 535106903 6666
face 535292662 6666
face 535806475 0f00
face 536062138 6666
face 536276328 6666
face 536607301 6666
face 536734066 ffff
face 536975487 0f00
face 537462850 6666
face 537744078 6666
face 538364115 6666
face 538604433 6666
face 539491916 0f00
face 539636431 6666
face 539837048 6666
face 541190998 ffff
face 541285901 6666
face 541928499 6666
face 542659981 6666
face 542722760 6666
face 546016823 6666
face 547498137 6666
face 548257727 6666
face 548768592 6666
face 549128054 ffff
face 550697427 ffff
face 550868374 ffff
face 551273040 6666
face 551496160 6666
face 552780160 0f00
face 552795998 6666
face 553228790 6666
face 553463644 00f0
face 553791328 000f
face 554055552 6666
face 554117925 000f
face 554788674 6666
face 554856355 6666
face 555099930 6666
face 555734142 6666
face 555751865 ffff
face 555774216 6666
face 555899803 6666
face 556073414 ffff
face 556191023 6666
face 556306314 f000
face 556387114 6666
face 556621550 ffff
face 558036801 6666
face 558774384 6666
face 559703421 6666
face 560535671 00f0
face 560649132 ffff
face 560730875 6666
face 560819427 6666
face 560976746 6666
face 561093492 f000
face 561914719 ffff
face 562036715 6666
face 563007678 6666
face 563412663 f000
face 563698062 6666
face 564028386 6666
face 564130323 6666
face 564332196 ffff
face 564821602 ffff
face 564829405 6666
face 565720362 0f00
face 566581838 6666
face 567193200 ffff
face 568120997 6666
face 569715289 6666
face 569926434 ffff
face 570036902 6666
face 570834715 ffff
face 571094618 6666
face 571608372 6666
face 571836619 ffff
face 572194221 6666
face 572783542 00f0
face 572783721 6666
face 573282701 ffff
face 573577731 6666
face 574946228 6666
face 575228546 6666
face 575575097 6666
face 575690440 00dd
face 576538036 ffff
face 577515320 6666
face 578225372 6666
face 579008106 ffff
face 579836411 6666
face 581400339 f000
face 581531271 ffff
face 582402668 6666
face 582748915 6666
face 582896602 6666
face 583265166 6666
face 583747270 6666
face 585138981 6666
face 585656251 dd00
face 585762072 6666
face 586019974 6666
face 586887357 ffff
face 587508604 6666
face 587527326 6666
face 589412145 6666
face 589427342 f000
face 591368285 6666
face 593594903 ffff
face 593813785 6666
face 594490563 00f0
face 594562376 000f
face 594691388 6666
face 594711899 6666
face 594847001 ffff
face 595057479 6666
face 595116797 6666
face 595268623 6666
face 595979930 6666
face 596285486 ffff
face 596447879 0f00
face 596946633 f000
face 597121697 6666
face 597330964 6666
face 597641501 6666
face 598430140 f000
face 598450310 0f00
face 598597103 6666
face 598986039 ffff
face 600140015 ffff
face 601105893 00f0
face 601213063 ffff
face 601701031 ffff
face 602665821 ffff
face 603499600 6666
face 603583124 6666
face 603900875 0f00
face 604149561 6666
face 604288735 6666
face 604830123 6666
face 605584293 6666
face 605955058 6666
face 606568778 6666
face 607314919 6666
face 607948658 6666
face 608743392 6666
face 609287762 6666
face 609752111 6666
face 609788992 6666
face 610872455 6666
face 611556436 f000
face 611879873 6666
face 612087491 6666
face 612175034 6666
face 613937642 6666
face 614408122 6666
face 614649313 000f
face 615592748 000f
face 616321312 6666
face 616684661 0f00
face 616695946 6666
face 616702638 0f00
face 616948428 6666
face 617479611 6666
face 617548237 ffff
face 617781137 f000
face 619549542 dd00
face 619603586 6666
face 620032994 ffff
face 620745183 6666
face 621494281 f000
face 622050293 6666
face 622756463 6666
face 622850821 ffff
face 623112105 6666
face 623653575 6666
face 624031978 6666
face 624391699 6666
face 624460053 00f0
face 624734332 6666
face 624805675 ffff
face 624887486 f000
face 625807019 ffff
face 626174350 6666
face 626182610 dd00
face 626296425 ffff
face 626584513 6666
face 627047307 ffff
face 627250542 6666
face 627470326 6666
face 627793695 6666
face 628907623 f000
face 629358991 ffff
face 629398869 6666
face 629500409 6666
face 629625928 6666
face 629722723 ffff
face 629869160 6666
face 630347289 6666
face 631046408 6666
face 631066737 6666
face 632244499 6666
face 632490759 6666
face 632520444 6666
face 632888803 f000
face 634015725 6666
face 634156206 6666
face 634197982 6666
face 634757524 ffff
face 635267859 6666
face 635533422 ffff
face 635722493 6666
face 636066009 dd00
face 636188642 6666
face 637297379 00f0
face 638627614 6666
face 640989165 6666
face 641697729 6666
face 642363276 6666
face 642725291 6666
face 642888102 6666
face 643087726 6666
face 643491953 f000
face 643996176 6666
face 644893140 6666
face 645072404 6666
face 646116939 ffff
face 646766765 6666
face 646930159 ffff
face 647092078 6666
face 647261666 6666
face 647292747 ffff
face 647322870 6666
face 647845677 6666
face 648155021 6666
face 648180688 6666
face 648362180 ffff
face 648733125 ffff
face 649755458 6666
face 650264251 6666
face 650582254 000f
face 650702320 f000
face 651283481 6666
face 652499977 0f00
face 653598892 000f
face 654380967 6666
face 656057126 ffff
face 656136100 6666
face 656321824 ffff
face 657024522 6666
face 657922702 0f00
face 658514058 6666
face 658827539 6666
face 659398427 6666
face 659925133 0f00
face 660165944 0f00
face 660441757 6666
face 660460862 ffff
face 660624379 6666
face 661245968 6666
face 661357871 6666
face 661653107 ffff
face 661725293 6666
face 661759008 6666
face 663855595 f000
face 664052619 6666
face 664140644 ffff
face 664596396 6666
face 664880183 6666
face 665122418 6666
face 665255850 6666
face 665375698 0f00
face 665557757 6666
face 665732263 ffff
face 666503396 6666
face 666817343 6666
face 666874214 ffff
face 667671811 6666
face 668595808 6666
face 669147583 6666
face 669186115 dd00
face 669729913 ffff
face 669974456 6666
face 670514046 6666
face 670839919 ffff
face 670881749 6666
face 671438910 6666
face 671958895 f000
face 673026855 000f
face 673766755 6666
face 674514034 6666
face 674649079 6666
face 675141434 00dd
face 675588695 6666
face 675669161 6666
face 677190525 6666
face 677738784 6666
face 678087345 000f
face 679023060 ffff
face 679255960 f000
face 680035008 6666
face 680219455 ffff
face 680724707 6666
face 680775724 6666
face 680996366 6666
face 681170835 6666
face 681252849 6666
face 681981695 0f00
face 682806226 6666
face 684187708 6666
face 684525308 6666
face 684710798 6666
face 684735278 6666
face 685383673 ffff
face 685838175 6666
face 686280498 ffff
face 686362309 f000
face 687281842 ffff
face 687771248 ffff
face 688079834 00f0
face 689875923 dd00
face 690382446 f000
face 690387421 6666
face 690663964 6666
face 690680543 f000
face 690833814 ffff
face 691846916 ffff
face 691932961 dd00
face 692291017 000f
face 693355483 6666
face 694646218 6666
face 694679124 6666
face 696232347 ffff
face 697648974 6666
face 698217451 ffff
face 698991879 f000
face 699390924 6666
face 700834110 6666
face 701039978 6666
face 702049996 6666
face 702975499 6666
face 703914729 6666
face 704761375 0f00
face 706403726 6666
face 706618543 f000
face 707074238 6666
face 707426518 6666
face 707478965 6666
face 708404982 ffff
